16 1 17 .00000190000000000000 .00009890000000000000
16 2 9 .00000190000000000000 .00009640000000000000
16 3 6 .00000180000000000000 .00010760000000000000
16 4 5 .00000180000000000000 .00010410000000000000
16 5 4 .00000170000000000000 .00010810000000000000
16 6 3 .00000210000000000000 .00011720000000000000
16 7 3 .00000260000000000000 .00010970000000000000
16 8 3 .00000200000000000000 .00009670000000000000
16 9 2 .00000240000000000000 .00012240000000000000
16 10 2 .00000180000000000000 .00011450000000000000
16 11 2 .00000240000000000000 .00011060000000000000
16 12 2 .00000220000000000000 .00011250000000000000
16 13 2 .00000180000000000000 .00011070000000000000
16 14 2 .00000270000000000000 .00012500000000000000
16 15 2 .00000210000000000000 .00011910000000000000
16 16 2 .00000220000000000000 .00011220000000000000
32 1 33 .00000250000000000000 .00010970000000000000
32 2 17 .00000240000000000000 .00010950000000000000
32 3 11 .00000290000000000000 .00012330000000000000
32 4 9 .00000310000000000000 .00012960000000000000
32 5 7 .00000260000000000000 .00012060000000000000
32 6 6 .00000310000000000000 .00012180000000000000
32 7 5 .00000220000000000000 .00010790000000000000
32 8 5 .00000280000000000000 .00011450000000000000
32 9 4 .00000230000000000000 .00011870000000000000
32 10 4 .00000310000000000000 .00012860000000000000
32 11 3 .00000260000000000000 .00012060000000000000
32 12 3 .00000270000000000000 .00013070000000000000
