10001,0.001687,0.030802
20001,0.005849,0.029425
30001,0.008202,0.028417
40001,0.008974,0.028477
50001,0.011128,0.028581
60001,0.012778,0.028963
70001,0.007860,0.029079
80001,0.006356,0.028007
90001,0.007227,0.028954
100001,0.010689,0.028538
110001,0.009748,0.029117
120001,0.011265,0.031884
130001,0.026430,0.033012
140001,0.013615,0.032411
150001,0.012243,0.029506
160001,0.022342,0.028876
170001,0.028029,0.028559
180001,0.012147,0.027368
190001,0.013480,0.027622
200001,0.015148,0.027176
210001,0.015245,0.026626
220001,0.015993,0.026520
230001,0.015915,0.026983
240001,0.015862,0.026864
250001,0.015920,0.026605
260001,0.019920,0.026725
270001,0.019019,0.026909
280001,0.020101,0.026740
290001,0.019925,0.026840
300001,0.023214,0.026956
310001,0.020035,0.027250
320001,0.020521,0.027332
330001,0.023594,0.033225
340001,0.023731,0.034733
350001,0.024029,0.029369
360001,0.032222,0.027200
370001,0.024630,0.027184
380001,0.025247,0.027388
390001,0.027467,0.027148
400001,0.029108,0.029602
410001,0.029264,0.030618
420001,0.029727,0.032614
430001,0.029266,0.029769
440001,0.032946,0.029533
450001,0.030037,0.029739
460001,0.040977,0.029497
470001,0.030496,0.026862
480001,0.032171,0.027032
490001,0.032525,0.026608
500001,0.033656,0.026937
510001,0.034979,0.026708
520001,0.032814,0.026657
530001,0.034493,0.026837
540001,0.035757,0.026979
550001,0.037262,0.030076
560001,0.037115,0.031701
570001,0.039832,0.031730
580001,0.037774,0.031292
590001,0.038215,0.030072
600001,0.039171,0.029583
610001,0.039525,0.029919
620001,0.041536,0.034561
630001,0.043467,0.030966
640001,0.041697,0.029381
650001,0.041087,0.029497
660001,0.044186,0.029531
670001,0.042969,0.033892
680001,0.051008,0.031365
690001,0.044661,0.029810
700001,0.046488,0.029197
710001,0.046802,0.028938
720001,0.045956,0.028392
730001,0.047735,0.026818
740001,0.064588,0.027304
750001,0.048414,0.027133
760001,0.050025,0.030665
770001,0.052129,0.033261
780001,0.051845,0.031703
790001,0.051302,0.031798
800001,0.052787,0.031745
810001,0.053033,0.030013
820001,0.055117,0.029152
830001,0.063756,0.029433
840001,0.054550,0.029190
850001,0.055748,0.028337
860001,0.056055,0.027669
870001,0.063541,0.027691
880001,0.056430,0.027639
890001,0.070693,0.031485
900001,0.060110,0.030753
910001,0.065871,0.030745
920001,0.062713,0.030724
930001,0.059837,0.033734
940001,0.060885,0.034911
950001,0.065137,0.034745
960001,0.071029,0.035058
970001,0.061792,0.034692
980001,0.065003,0.035018
990001,0.067328,0.034785
1000001,0.063908,0.033570
